id,name,formula,rt,smiles.std,inchi.std,inchikey.std,classyfire.kingdom,classyfire.superclass,classyfire.class,classyfire.subclass,classyfire.level5,classyfire.level6,comment,source_file,source_dir,column.name,column.usp.code,column.length,column.id,column.particle.size,column.temperature,column.flowrate,column.t0,eluent.A.h2o,eluent.A.meoh,eluent.A.acn,eluent.A.iproh,eluent.A.acetone,eluent.A.hex,eluent.A.chcl3,eluent.A.ch2cl2,eluent.A.hept,eluent.A.formic,eluent.A.formic.unit,eluent.A.acetic,eluent.A.acetic.unit,eluent.A.trifluoroacetic,eluent.A.trifluoroacetic.unit,eluent.A.phosphor,eluent.A.phosphor.unit,eluent.A.nh4ac,eluent.A.nh4ac.unit,eluent.A.nh4form,eluent.A.nh4form.unit,eluent.A.nh4carb,eluent.A.nh4carb.unit,eluent.A.nh4bicarb,eluent.A.nh4bicarb.unit,eluent.A.nh4f,eluent.A.nh4f.unit,eluent.A.nh4oh,eluent.A.nh4oh.unit,eluent.A.trieth,eluent.A.trieth.unit,eluent.A.triprop,eluent.A.triprop.unit,eluent.A.tribut,eluent.A.tribut.unit,eluent.A.nndimethylhex,eluent.A.nndimethylhex.unit,eluent.A.medronic,eluent.A.medronic.unit,eluent.A.pH,eluent.B.h2o,eluent.B.meoh,eluent.B.acn,eluent.B.iproh,eluent.B.acetone,eluent.B.hex,eluent.B.chcl3,eluent.B.ch2cl2,eluent.B.hept,eluent.B.formic,eluent.B.formic.unit,eluent.B.acetic,eluent.B.acetic.unit,eluent.B.trifluoroacetic,eluent.B.trifluoroacetic.unit,eluent.B.phosphor,eluent.B.phosphor.unit,eluent.B.nh4ac,eluent.B.nh4ac.unit,eluent.B.nh4form,eluent.B.nh4form.unit,eluent.B.nh4carb,eluent.B.nh4carb.unit,eluent.B.nh4bicarb,eluent.B.nh4bicarb.unit,eluent.B.nh4f,eluent.B.nh4f.unit,eluent.B.nh4oh,eluent.B.nh4oh.unit,eluent.B.trieth,eluent.B.trieth.unit,eluent.B.triprop,eluent.B.triprop.unit,eluent.B.tribut,eluent.B.tribut.unit,eluent.B.nndimethylhex,eluent.B.nndimethylhex.unit,eluent.B.medronic,eluent.B.medronic.unit,eluent.B.pH,eluent.C.h2o,eluent.C.meoh,eluent.C.acn,eluent.C.iproh,eluent.C.acetone,eluent.C.hex,eluent.C.chcl3,eluent.C.ch2cl2,eluent.C.hept,eluent.C.formic,eluent.C.formic.unit,eluent.C.acetic,eluent.C.acetic.unit,eluent.C.trifluoroacetic,eluent.C.trifluoroacetic.unit,eluent.C.phosphor,eluent.C.phosphor.unit,eluent.C.nh4ac,eluent.C.nh4ac.unit,eluent.C.nh4form,eluent.C.nh4form.unit,eluent.C.nh4carb,eluent.C.nh4carb.unit,eluent.C.nh4bicarb,eluent.C.nh4bicarb.unit,eluent.C.nh4f,eluent.C.nh4f.unit,eluent.C.nh4oh,eluent.C.nh4oh.unit,eluent.C.trieth,eluent.C.trieth.unit,eluent.C.triprop,eluent.C.triprop.unit,eluent.C.tribut,eluent.C.tribut.unit,eluent.C.nndimethylhex,eluent.C.nndimethylhex.unit,eluent.C.medronic,eluent.C.medronic.unit,eluent.C.pH,eluent.D.h2o,eluent.D.meoh,eluent.D.acn,eluent.D.iproh,eluent.D.acetone,eluent.D.hex,eluent.D.chcl3,eluent.D.ch2cl2,eluent.D.hept,eluent.D.formic,eluent.D.formic.unit,eluent.D.acetic,eluent.D.acetic.unit,eluent.D.trifluoroacetic,eluent.D.trifluoroacetic.unit,eluent.D.phosphor,eluent.D.phosphor.unit,eluent.D.nh4ac,eluent.D.nh4ac.unit,eluent.D.nh4form,eluent.D.nh4form.unit,eluent.D.nh4carb,eluent.D.nh4carb.unit,eluent.D.nh4bicarb,eluent.D.nh4bicarb.unit,eluent.D.nh4f,eluent.D.nh4f.unit,eluent.D.nh4oh,eluent.D.nh4oh.unit,eluent.D.trieth,eluent.D.trieth.unit,eluent.D.triprop,eluent.D.triprop.unit,eluent.D.tribut,eluent.D.tribut.unit,eluent.D.nndimethylhex,eluent.D.nndimethylhex.unit,eluent.D.medronic,eluent.D.medronic.unit,eluent.D.pH,gradient.start.A,gradient.start.B,gradient.start.C,gradient.start.D,gradient.end.A,gradient.end.B,gradient.end.C,gradient.end.D
0024_00386,HMDB0041931,C10H13NO2,4.15555,CC(CC1=CC2=C(C=C1)OCO2)N,"InChI=1S/C10H13NO2/c1-7(11)4-8-2-3-9-10(5-8)13-6-12-9/h2-3,5,7H,4,6,11H2,1H3",NGBBVGZWCFBOGO-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organoheterocyclic compounds (CHEMONTID:0000002),Benzodioxoles (CHEMONTID:0000296),NA (NA),NA (NA),NA (NA),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00387,HMDB0042012,C10H13NO2,4.15555,CC1C2=CC(=C(C=C2CCN1)O)O,"InChI=1S/C10H13NO2/c1-6-8-5-10(13)9(12)4-7(8)2-3-11-6/h4-6,11-13H,2-3H2,1H3",IBRKLUSXDYATLG-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organoheterocyclic compounds (CHEMONTID:0000002),Tetrahydroisoquinolines (CHEMONTID:0002955),NA (NA),NA (NA),NA (NA),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00388,HMDB0030277,C10H15NO7,3.92495,C1=CC(=O)NC1OC2C(C(C(C(O2)CO)O)O)O,"InChI=1S/C10H15NO7/c12-3-4-7(14)8(15)9(16)10(17-4)18-6-2-1-5(13)11-6/h1-2,4,6-10,12,14-16H,3H2,(H,11,13)",CAXBOXWWAIDBMS-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic oxygen compounds (CHEMONTID:0004603),Organooxygen compounds (CHEMONTID:0000323),Carbohydrates and carbohydrate conjugates (CHEMONTID:0000011),Glycosyl compounds (CHEMONTID:0002105),O-glycosyl compounds (CHEMONTID:0002207),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00389,HMDB0039127,C10H15NO7,3.92495,C1=CNC(=O)C1OC2C(C(C(C(O2)CO)O)O)O,"InChI=1S/C10H15NO7/c12-3-5-6(13)7(14)8(15)10(18-5)17-4-1-2-11-9(4)16/h1-2,4-8,10,12-15H,3H2,(H,11,16)",FHWQHJHJIXDREE-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic oxygen compounds (CHEMONTID:0004603),Organooxygen compounds (CHEMONTID:0000323),Carbohydrates and carbohydrate conjugates (CHEMONTID:0000011),Glycosyl compounds (CHEMONTID:0002105),O-glycosyl compounds (CHEMONTID:0002207),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00390,HMDB0015520,C15H23NO3,7.09855,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,"InChI=1S/C15H23NO3/c1-4-9-18-14-7-5-6-8-15(14)19-11-13(17)10-16-12(2)3/h4-8,12-13,16-17H,1,9-11H2,2-3H3",CEMAWMOMDPGJMB-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Benzenoids (CHEMONTID:0002448),Phenol ethers (CHEMONTID:0002341),NA (NA),NA (NA),NA (NA),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00391,HMDB0028809,C14H19N3O5,7.09855,C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CCC(=O)N)N)O,"InChI=1S/C14H19N3O5/c15-10(5-6-12(16)19)13(20)17-11(14(21)22)7-8-1-3-9(18)4-2-8/h1-4,10-11,18H,5-7,15H2,(H2,16,19)(H,17,20)(H,21,22)",KGNSGRRALVIRGR-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Carboxylic acids and derivatives (CHEMONTID:0000265),"Amino acids, peptides, and analogues (CHEMONTID:0000013)",Peptides (CHEMONTID:0000348),Dipeptides (CHEMONTID:0004830),potential duplicate,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00392,HMDB0029051,C12H16N2O5,7.09855,C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CO)N)O,"InChI=1S/C12H16N2O5/c13-9(6-15)11(17)14-10(12(18)19)5-7-1-3-8(16)4-2-7/h1-4,9-10,15-16H,5-6,13H2,(H,14,17)(H,18,19)",MALNXHYEPCSPPU-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Carboxylic acids and derivatives (CHEMONTID:0000265),"Amino acids, peptides, and analogues (CHEMONTID:0000013)",Peptides (CHEMONTID:0000348),Dipeptides (CHEMONTID:0004830),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00393,HMDB0029103,C14H19N3O5,7.09855,C1=CC(=CC=C1CC(C(=O)NC(CCC(=O)N)C(=O)O)N)O,"InChI=1S/C14H19N3O5/c15-10(7-8-1-3-9(18)4-2-8)13(20)17-11(14(21)22)5-6-12(16)19/h1-4,10-11,18H,5-7,15H2,(H2,16,19)(H,17,20)(H,21,22)",UBAQSAUDKMIEQZ-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Carboxylic acids and derivatives (CHEMONTID:0000265),"Amino acids, peptides, and analogues (CHEMONTID:0000013)",Peptides (CHEMONTID:0000348),Dipeptides (CHEMONTID:0004830),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00394,HMDB0029114,C12H16N2O5,7.09855,C1=CC(=CC=C1CC(C(=O)NC(CO)C(=O)O)N)O,"InChI=1S/C12H16N2O5/c13-9(5-7-1-3-8(16)4-2-7)11(17)14-10(6-15)12(18)19/h1-4,9-10,15-16H,5-6,13H2,(H,14,17)(H,18,19)",ZSXJENBJGRHKIG-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Carboxylic acids and derivatives (CHEMONTID:0000265),"Amino acids, peptides, and analogues (CHEMONTID:0000013)",Peptides (CHEMONTID:0000348),Dipeptides (CHEMONTID:0004830),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00395,HMDB0029119,C14H19N3O5,7.09855,C1=CC(=CC=C1CC(C(=O)NC(=O)CCC(C(=O)O)N)N)O,"InChI=1S/C14H19N3O5/c15-10(14(21)22)5-6-12(19)17-13(20)11(16)7-8-1-3-9(18)4-2-8/h1-4,10-11,18H,5-7,15-16H2,(H,21,22)(H,17,19,20)",NHXCEHCKISFORA-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Carboxylic acids and derivatives (CHEMONTID:0000265),"Amino acids, peptides, and analogues (CHEMONTID:0000013)",Amino acids and derivatives (CHEMONTID:0000347),Alpha amino acids and derivatives (CHEMONTID:0000060),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00396,HMDB0029161,C14H19N3O5,7.09855,C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CCC(=O)N)N)O,"InChI=1S/C14H19N3O5/c15-10(5-6-12(16)19)13(20)17-11(14(21)22)7-8-1-3-9(18)4-2-8/h1-4,10-11,18H,5-7,15H2,(H2,16,19)(H,17,20)(H,21,22)",KGNSGRRALVIRGR-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Carboxylic acids and derivatives (CHEMONTID:0000265),"Amino acids, peptides, and analogues (CHEMONTID:0000013)",Peptides (CHEMONTID:0000348),Dipeptides (CHEMONTID:0004830),potential duplicate,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00397,HMDB0041309,C14H16N2O5,7.09855,C1=CC=C2C(=C1)C(=CN2)CC(CC(C(=O)O)N)(C(=O)O)O,"InChI=1S/C14H16N2O5/c15-10(12(17)18)6-14(21,13(19)20)5-8-7-16-11-4-2-1-3-9(8)11/h1-4,7,10,16,21H,5-6,15H2,(H,17,18)(H,19,20)",RMLYXMMBIZLGAQ-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Carboxylic acids and derivatives (CHEMONTID:0000265),"Amino acids, peptides, and analogues (CHEMONTID:0000013)",Amino acids and derivatives (CHEMONTID:0000347),Alpha amino acids and derivatives (CHEMONTID:0000060),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00398,HMDB0061122,C15H23NO3,7.09855,CC(C)NCC(COC1=C(C=C(C=C1)O)CC=C)O,"InChI=1S/C15H23NO3/c1-4-5-12-8-13(17)6-7-15(12)19-10-14(18)9-16-11(2)3/h4,6-8,11,14,16-18H,1,5,9-10H2,2-3H3",HNXRWPIZRBNFDD-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Benzenoids (CHEMONTID:0002448),Phenols (CHEMONTID:0000134),4-alkoxyphenols (CHEMONTID:0004628),NA (NA),NA (NA),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00399,HMDB0000726,C10H17NO5,2.374816667,CC(C)CC(=O)NC(CCC(=O)O)C(=O)O,"InChI=1S/C10H17NO5/c1-6(2)5-8(12)11-7(10(15)16)3-4-9(13)14/h6-7H,3-5H2,1-2H3,(H,11,12)(H,13,14)(H,15,16)",HCVIJONZMYVLAW-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Carboxylic acids and derivatives (CHEMONTID:0000265),"Amino acids, peptides, and analogues (CHEMONTID:0000013)",Amino acids and derivatives (CHEMONTID:0000347),Alpha amino acids and derivatives (CHEMONTID:0000060),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00400,HMDB0000953,C10H17NO5,2.374816667,C(CCCC(=O)O)CCC(=O)NCC(=O)O,"InChI=1S/C10H17NO5/c12-8(11-7-10(15)16)5-3-1-2-4-6-9(13)14/h1-7H2,(H,11,12)(H,13,14)(H,15,16)",HXATVKDSYDWTCX-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Carboxylic acids and derivatives (CHEMONTID:0000265),"Amino acids, peptides, and analogues (CHEMONTID:0000013)",Amino acids and derivatives (CHEMONTID:0000347),Alpha amino acids and derivatives (CHEMONTID:0000060),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00401,HMDB0032705,C9H18O6,2.374816667,CC(C)OC1C(C(C(C(O1)CO)O)O)O,"InChI=1S/C9H18O6/c1-4(2)14-9-8(13)7(12)6(11)5(3-10)15-9/h4-13H,3H2,1-2H3",UOEFDXYUEPHESS-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic oxygen compounds (CHEMONTID:0004603),Organooxygen compounds (CHEMONTID:0000323),Carbohydrates and carbohydrate conjugates (CHEMONTID:0000011),Glycosyl compounds (CHEMONTID:0002105),O-glycosyl compounds (CHEMONTID:0002207),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00402,HMDB0062751,C10H18NO3+,2.374816667,C[NH+]1C2CCC1C(C(C2)O)C(=O)OC,"InChI=1S/C10H17NO3/c1-11-6-3-4-7(11)9(8(12)5-6)10(13)14-2/h6-9,12H,3-5H2,1-2H3/p+1",QIQNNBXHAYSQRY-UHFFFAOYSA-O,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Carboxylic acids and derivatives (CHEMONTID:0000265),"Amino acids, peptides, and analogues (CHEMONTID:0000013)",Amino acids and derivatives (CHEMONTID:0000347),Delta amino acids and derivatives (CHEMONTID:0001879),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00403,HMDB0000128,C3H7N3O2,6.0461,C(C(=O)O)N=C(N)N,"InChI=1S/C3H7N3O2/c4-3(5)6-1-2(7)8/h1H2,(H,7,8)(H4,4,5,6)",BPMFZUMJYQTVII-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Carboxylic acids and derivatives (CHEMONTID:0000265),"Amino acids, peptides, and analogues (CHEMONTID:0000013)",Amino acids and derivatives (CHEMONTID:0000347),Alpha amino acids and derivatives (CHEMONTID:0000060),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00404,HMDB0034778,C4H10O3,6.0461,CC(C(CO)O)O,"InChI=1S/C4H10O3/c1-3(6)4(7)2-5/h3-7H,2H2,1H3",YAXKTBLXMTYWDQ-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic oxygen compounds (CHEMONTID:0004603),Organooxygen compounds (CHEMONTID:0000323),Alcohols and polyols (CHEMONTID:0000129),Secondary alcohols (CHEMONTID:0001661),NA (NA),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00405,HMDB0061944,C4H10O3,6.0461,CCCC(O)(O)O,"InChI=1S/C4H10O3/c1-2-3-4(5,6)7/h5-7H,2-3H2,1H3",GTTSNKDQDACYLV-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Orthocarboxylic acid derivatives (CHEMONTID:0001236),NA (NA),NA (NA),NA (NA),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00406,HMDB0012245,C10H9N5O,0.909566667,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,"InChI=1S/C10H9N5O/c1-2-7(16-3-1)4-11-9-8-10(13-5-12-8)15-6-14-9/h1-3,5-6H,4H2,(H2,11,12,13,14,15)",QANMHLXAZMSUEX-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organoheterocyclic compounds (CHEMONTID:0000002),Imidazopyrimidines (CHEMONTID:0001797),Purines and purine derivatives (CHEMONTID:0000245),6-aminopurines (CHEMONTID:0002987),6-alkylaminopurines (CHEMONTID:0003454),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00407,HMDB0011725,C7H6O6S,4.193233333,C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O,"InChI=1S/C7H6O6S/c8-6-2-1-4(14(11,12)13)3-5(6)7(9)10/h1-3,8H,(H,9,10)(H,11,12,13)",YCPXWRQRBFJBPZ-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Benzenoids (CHEMONTID:0002448),Benzene and substituted derivatives (CHEMONTID:0002279),Benzenesulfonic acids and derivatives (CHEMONTID:0000032),Sulfobenzoic acids (CHEMONTID:0000034),3-sulfobenzoic acids (CHEMONTID:0002761),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00408,HMDB0039638,C9H6N2S,4.193233333,C1=CC=C2C(=C1)C3=C(N2)SN=C3,"InChI=1S/C9H6N2S/c1-2-4-8-6(3-1)7-5-10-12-9(7)11-8/h1-5,11H",NHMBEDDKDVIBQD-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organoheterocyclic compounds (CHEMONTID:0000002),Indoles and derivatives (CHEMONTID:0000211),Indoles (CHEMONTID:0002497),NA (NA),NA (NA),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024_00409,HMDB0059968,C7H6O6S,4.193233333,C1=CC(=CC(=C1)OS(=O)(=O)O)C(=O)O,"InChI=1S/C7H6O6S/c8-7(9)5-2-1-3-6(4-5)13-14(10,11)12/h1-4H,(H,8,9)(H,10,11,12)",MZYPOJMKJHCOQG-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Organic sulfuric acids and derivatives (CHEMONTID:0000403),Arylsulfates (CHEMONTID:0004258),Phenylsulfates (CHEMONTID:0002626),NA (NA),,0024_rtdata_canonical_success.tsv,0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
