id,column.name,column.usp.code,column.length,column.id,column.particle.size,column.temperature,column.flowrate,column.t0,eluent.A.h2o,eluent.A.meoh,eluent.A.acn,eluent.A.iproh,eluent.A.acetone,eluent.A.hex,eluent.A.chcl3,eluent.A.ch2cl2,eluent.A.hept,eluent.A.formic,eluent.A.formic.unit,eluent.A.acetic,eluent.A.acetic.unit,eluent.A.trifluoroacetic,eluent.A.trifluoroacetic.unit,eluent.A.phosphor,eluent.A.phosphor.unit,eluent.A.nh4ac,eluent.A.nh4ac.unit,eluent.A.nh4form,eluent.A.nh4form.unit,eluent.A.nh4carb,eluent.A.nh4carb.unit,eluent.A.nh4bicarb,eluent.A.nh4bicarb.unit,eluent.A.nh4f,eluent.A.nh4f.unit,eluent.A.nh4oh,eluent.A.nh4oh.unit,eluent.A.trieth,eluent.A.trieth.unit,eluent.A.triprop,eluent.A.triprop.unit,eluent.A.tribut,eluent.A.tribut.unit,eluent.A.nndimethylhex,eluent.A.nndimethylhex.unit,eluent.A.medronic,eluent.A.medronic.unit,eluent.A.pH,eluent.B.h2o,eluent.B.meoh,eluent.B.acn,eluent.B.iproh,eluent.B.acetone,eluent.B.hex,eluent.B.chcl3,eluent.B.ch2cl2,eluent.B.hept,eluent.B.formic,eluent.B.formic.unit,eluent.B.acetic,eluent.B.acetic.unit,eluent.B.trifluoroacetic,eluent.B.trifluoroacetic.unit,eluent.B.phosphor,eluent.B.phosphor.unit,eluent.B.nh4ac,eluent.B.nh4ac.unit,eluent.B.nh4form,eluent.B.nh4form.unit,eluent.B.nh4carb,eluent.B.nh4carb.unit,eluent.B.nh4bicarb,eluent.B.nh4bicarb.unit,eluent.B.nh4f,eluent.B.nh4f.unit,eluent.B.nh4oh,eluent.B.nh4oh.unit,eluent.B.trieth,eluent.B.trieth.unit,eluent.B.triprop,eluent.B.triprop.unit,eluent.B.tribut,eluent.B.tribut.unit,eluent.B.nndimethylhex,eluent.B.nndimethylhex.unit,eluent.B.medronic,eluent.B.medronic.unit,eluent.B.pH,eluent.C.h2o,eluent.C.meoh,eluent.C.acn,eluent.C.iproh,eluent.C.acetone,eluent.C.hex,eluent.C.chcl3,eluent.C.ch2cl2,eluent.C.hept,eluent.C.formic,eluent.C.formic.unit,eluent.C.acetic,eluent.C.acetic.unit,eluent.C.trifluoroacetic,eluent.C.trifluoroacetic.unit,eluent.C.phosphor,eluent.C.phosphor.unit,eluent.C.nh4ac,eluent.C.nh4ac.unit,eluent.C.nh4form,eluent.C.nh4form.unit,eluent.C.nh4carb,eluent.C.nh4carb.unit,eluent.C.nh4bicarb,eluent.C.nh4bicarb.unit,eluent.C.nh4f,eluent.C.nh4f.unit,eluent.C.nh4oh,eluent.C.nh4oh.unit,eluent.C.trieth,eluent.C.trieth.unit,eluent.C.triprop,eluent.C.triprop.unit,eluent.C.tribut,eluent.C.tribut.unit,eluent.C.nndimethylhex,eluent.C.nndimethylhex.unit,eluent.C.medronic,eluent.C.medronic.unit,eluent.C.pH,eluent.D.h2o,eluent.D.meoh,eluent.D.acn,eluent.D.iproh,eluent.D.acetone,eluent.D.hex,eluent.D.chcl3,eluent.D.ch2cl2,eluent.D.hept,eluent.D.formic,eluent.D.formic.unit,eluent.D.acetic,eluent.D.acetic.unit,eluent.D.trifluoroacetic,eluent.D.trifluoroacetic.unit,eluent.D.phosphor,eluent.D.phosphor.unit,eluent.D.nh4ac,eluent.D.nh4ac.unit,eluent.D.nh4form,eluent.D.nh4form.unit,eluent.D.nh4carb,eluent.D.nh4carb.unit,eluent.D.nh4bicarb,eluent.D.nh4bicarb.unit,eluent.D.nh4f,eluent.D.nh4f.unit,eluent.D.nh4oh,eluent.D.nh4oh.unit,eluent.D.trieth,eluent.D.trieth.unit,eluent.D.triprop,eluent.D.triprop.unit,eluent.D.tribut,eluent.D.tribut.unit,eluent.D.nndimethylhex,eluent.D.nndimethylhex.unit,eluent.D.medronic,eluent.D.medronic.unit,eluent.D.pH,gradient.start.A,gradient.start.B,gradient.start.C,gradient.start.D,gradient.end.A,gradient.end.B,gradient.end.C,gradient.end.D,source_file,source_dir,eluent.A.heptafluorobutyric,eluent.A.heptafluorobutyric.unit,eluent.B.heptafluorobutyric,eluent.B.heptafluorobutyric.unit,eluent.C.heptafluorobutyric,eluent.C.heptafluorobutyric.unit,eluent.D.heptafluorobutyric,eluent.D.heptafluorobutyric.unit,eluent.A.h2o.unit,eluent.A.acn.unit,eluent.B.h2o.unit,eluent.B.acn.unit
208,Merck SeQuant ZIC-pHILIC,L122,,,,,,0.0,100.0,0,0,0,,0,0,0,0,0.0,,0.0,,0.0,,0,,10,mM,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0.0,0,0.0,100,0,,0,0,0,0,0.0,,0.0,,0.0,,0,,10,mM,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0208_metadata.tsv,0208,,,,,,,,,,,,
209,Agilent ZORBAX Extend-C18,L1,,,,,,0.0,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0209_metadata.tsv,0209,,,,,,,,,,,,
210,,,100.0,2.1,1.7,,,0.0,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0210_metadata.tsv,0210,,,,,,,,,,,,
211,Waters ACQUITY UPLC BEH C18,L1,150.0,2.1,1.7,,,0.0,100.0,0,0,0,,0,0,0,0,0.01,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0.0,0,0.0,100,0,,0,0,0,0,0.01,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,85.0,15.0,0.0,0.0,0.0,100.0,0.0,0.0,0211_metadata.tsv,0211,,,,,,,,,,,,
212,Waters ACQUITY UPLC BEH C18,L1,,,,,,0.0,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0212_metadata.tsv,0212,,,,,,,,,,,,
213,Waters ACQUITY UPLC BEH C18,L1,,,,,,0.0,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0213_metadata.tsv,0213,,,,,,,,,,,,
214,Waters ACQUITY UPLC BEH C18,L1,,,,,,0.0,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0214_metadata.tsv,0214,,,,,,,,,,,,
215,Waters ACQUITY UPLC BEH C18,L1,,,,,,0.0,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0215_metadata.tsv,0215,,,,,,,,,,,,
216,Waters ACQUITY UPLC BEH C18,L1,,,,,,0.0,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0216_metadata.tsv,0216,,,,,,,,,,,,
217,Waters ACQUITY UPLC BEH C18,L1,,,,,,0.0,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0217_metadata.tsv,0217,,,,,,,,,,,,
218,,,,,,,,0.0,0.0,0,0,0,,0,0,0,0,0.0,,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0.0,0,0.0,0,0,,0,0,0,0,0.0,,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0218_metadata.tsv,0218,,,,,,,,,,,,
219,Waters ACQUITY UPLC BEH C18,L1,,,,,,0.0,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0219_metadata.tsv,0219,,,,,,,,,,,,
220,Waters ACQUITY UPLC BEH C18,L1,150.0,2.1,1.7,,0.3,1.1025,100.0,0,0,0,,0,0,0,0,0.01,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0.0,0,0.0,100,0,,0,0,0,0,0.01,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,85.0,15.0,0.0,0.0,0.0,100.0,0.0,0.0,0220_metadata.tsv,0220,,,,,,,,,,,,
221,Waters ACQUITY UPLC BEH C18,L1,,,,,,0.0,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0221_metadata.tsv,0221,,,,,,,,,,,,
223,Waters ACQUITY UPLC BEH C18,L1,,,,,,0.0,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0223_metadata.tsv,0223,,,,,,,,,,,,
224,Waters ACQUITY UPLC BEH C18,L1,,,,,,0.0,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0224_metadata.tsv,0224,,,,,,,,,,,,
225,Waters ACQUITY UPLC BEH Amide,L68,100.0,2.1,1.7,,,0.0,100.0,0,0,0,,0,0,0,0,0.125,%,0.0,,0.0,,0,,0,,10,mM,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0.0,5,0.0,95,0,,0,0,0,0,0.125,%,0.0,,0.0,,0,,0,,10.0,mM,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0225_metadata.tsv,0225,,,,,,,,,,,,
226,Thermo Scientific Hypersil GOLD,L1,,,1.9,,,0.0,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0226_metadata.tsv,0226,,,,,,,,,,,,
227,Merck SeQuant ZIC-pHILIC,L122,100.0,2.1,3.5,,0.28,0.7875,100.0,0,0,0,,0,0,0,0,0.0,,0.0,,0.0,,0,,5,mM,0,,0,,0,,0,,0.04,%,0,,0,,0,,0,,0,,9.3,0,0.0,100,0,,0,0,0,0,0.0,,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,12.0,88.0,0.0,0.0,12.0,88.0,0.0,0.0,0227_metadata.tsv,0227,,,,,,,,,,,,
228,Waters ACQUITY UPLC BEH Amide,L68,100.0,2.1,1.7,,,0.0,100.0,0,0,0,,0,0,0,0,0.125,%,0.0,,0.0,,0,,0,,10,mM,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0.0,5,0.0,95,0,,0,0,0,0,0.125,%,0.0,,0.0,,0,,0,,10.0,mM,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0228_metadata.tsv,0228,,,,,,,,,,,,
229,Phenomenex Kinetex C18,L1,100.0,2.1,1.7,40.0,0.5,0.441,100.0,0,0,0,0.0,0,0,0,0,0.0,,0.0,,0.0,,0,,0,,0,,0,,0,,1,mM,0.0,,0,,0,,0,,0,,0,,0.0,0,0.0,100,0,0.0,0,0,0,0,0.0,,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,10.0,90.0,0.0,0.0,100.0,0.0,0.0,,0229_metadata.tsv,0229,,,,,,,,,,,,
230,,,,,,,,0.0,0.0,0,100,0,,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,10,mM,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0.0,5,0.0,95,0,,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,10.0,mM,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0230_metadata.tsv,0230,,,,,,,,,,,,
231,Waters ACQUITY UPLC BEH HILIC,L3,150.0,2.1,1.7,40.0,0.6,0.55125,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,20,mM,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.5,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,5.0,95.0,0.0,0.0,5.0,95.0,0.0,0.0,0231_metadata.tsv,0231,,,,,,,,,,,,
232,Waters ACQUITY UPLC BEH C8,L7,100.0,2.1,1.7,55.0,0.6,0.3675,50.0,0,25,25,0.0,0,0,0,0,0.0,,0.05,%,0.0,,20,µM,5,mM,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0.0,0,0.0,50,50,0.0,0,0,0,0,0.0,,0.05,%,0.0,,0,,5,mM,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,99.0,1.0,0.0,0.0,99.0,1.0,0.0,0.0,0232_metadata.tsv,0232,,,,,,,,,,,,
233,Waters ACQUITY UPLC BEH C8,L7,100.0,2.1,1.7,55.0,0.6,0.3675,50.0,0,25,25,0.0,0,0,0,0,0.0,,0.05,%,0.0,,20,µM,5,mM,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0.0,0,0.0,50,50,0.0,0,0,0,0,0.0,,0.05,%,0.0,,0,,5,mM,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,99.0,1.0,0.0,0.0,99.0,1.0,0.0,0.0,0233_metadata.tsv,0233,,,,,,,,,,,,
234,Waters ACQUITY UPLC HSS T3,L1,150.0,2.1,1.8,45.0,0.6,0.55125,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,99.0,1.0,0.0,0.0,99.0,1.0,0.0,0.0,0234_metadata.tsv,0234,,,,,,,,,,,,
235,Waters ACQUITY UPLC HSS T3,L1,150.0,2.1,1.8,45.0,0.6,0.55125,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,99.0,1.0,0.0,0.0,99.0,1.0,0.0,0.0,0235_metadata.tsv,0235,,,,,,,,,,,,
236,Waters ACQUITY UPLC HSS T3,L1,100.0,2.1,1.8,30.0,0.4,0.55125,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,95.0,5.0,0.0,0.0,0.5,99.5,0.0,0.0,0236_metadata.tsv,0236,,,,,,,,,,,,
237,Waters ACQUITY UPLC HSS T3,L1,100.0,2.1,1.8,30.0,0.4,0.55125,100.0,0,0,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,3.0,0,0.0,100,0,0.0,0,0,0,0,0.1,%,0.0,,0.0,,0,,0,,0.0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0.0,,3.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,95.0,5.0,0.0,0.0,0.5,99.5,0.0,0.0,0237_metadata.tsv,0237,,,,,,,,,,,,
